pub_date,headline,abstract,lead_paragraph,snippet,news_desk,date
2024-11-02 00:05:37+00:00,"Nicolle Wallace Calls on Her Former Boss, George W. Bush, to Denounce Trump","Ms. Wallace, who served as the communications director in the Bush White House, made the appeal on her MSNBC program.","Nicolle Wallace, who was a White House communications director in George W. Bush’s administration, called on Friday for Mr. Bush to have a late-hour “change of heart” and speak out against former President Donald J. Trump.","Ms. Wallace, who served as the communications director in the Bush White House, made the appeal on her MSNBC program.",Politics,2024-11-02
2024-11-02 00:18:33+00:00,"As Election Nears, Republicans Blame Child’s Rape on Immigration Crisis","Wilson Castillo Diaz was arrested in New York in connection with the rape of a 5-year-old girl. On Friday, local Republicans blamed Democratic immigration policies.","A Long Island man who was charged with raping a 5-year-old girl last month was in the country illegally, the police said Friday as local Republican officials sought to connect the disturbing case to the bitter debate over immigration just days before the presidential vote.","Wilson Castillo Diaz was arrested in New York in connection with the rape of a 5-year-old girl. On Friday, local Republicans blamed Democratic immigration policies.",Metro,2024-11-02
2024-11-02 00:39:24+00:00,Uncertainty Reigns in Nevada With Rise of Nonpartisan Voters,"With early voting coming to a close, Donald Trump and Kamala Harris must now ensure their respective bases show up on Election Day, while chasing down those whose choice is less clear.","As early voting came to a close in Nevada, many of the state’s most veteran pollsters, pundits and political operatives — no strangers to close elections and their accompanying jitters — are finding it uniquely difficult to predict what happens next.","With early voting coming to a close, Donald Trump and Kamala Harris must now ensure their respective bases show up on Election Day, while chasing down those whose choice is less clear.",Politics,2024-11-02
2024-11-02 01:12:27+00:00,Judge Allows Unusual G.O.P. Strategy to Pump Money Into Senate Races,Democrats had claimed that the advertising strategy may have violated federal election laws establishing strict limits on spending by national party committees to aid individual candidates.,A federal judge ruled on Friday that Senate Republicans may continue to pump tens of millions of dollars into key swing state races in the final days of the 2024 campaign by employing an unusual advertising strategy that Democrats had claimed was potentially illegal.,Democrats had claimed that the advertising strategy may have violated federal election laws establishing strict limits on spending by national party committees to aid individual candidates.,Washington,2024-11-02
2024-11-02 01:30:01+00:00,"Corrections: Nov. 2, 2024","Corrections that appeared in print on Saturday, Nov. 2, 2024.","An article on Thursday about the Tony Award winner Brandon Uranowitz misspelled the name of a play. It is “Leopoldstadt,” not “Leopoldstat.","Corrections that appeared in print on Saturday, Nov. 2, 2024.",Corrections,2024-11-02
2024-11-02 02:00:09+00:00,"No, vote spikes on election night do not indicate voter fraud.","The false claim, which has circulated in recent elections, is based on a misunderstanding of how votes are collected and reported.","Vote totals appear to suddenly surge on election night, sometimes benefiting just one candidate. Some people on social media have falsely claimed that this proves fraudulent votes were counted.","The false claim, which has circulated in recent elections, is based on a misunderstanding of how votes are collected and reported.",Business,2024-11-02
2024-11-02 02:00:09+00:00,Band Aids,Blake Slonecker delivers a cutting-edge Saturday puzzle.,"SATURDAY PUZZLE — Just a few tricky word usages in the clues are often all it takes to elevate the difficulty of a grid. I think that’s the case with today’s themeless puzzle, Blake Slonecker’s third Saturday crossword for The New York Times. None of the slightly skewed verbiage misdirected me, but I did draw a blank several times before getting enough letters from crossing entries to make deductions, and those letters built fairly slowly.",Blake Slonecker delivers a cutting-edge Saturday puzzle.,Games,2024-11-02
2024-11-02 02:01:34+00:00,Federal Jury Finds Ex-Officer Guilty of Violating Breonna Taylor’s Rights,The former detective fired 10 shots through Ms. Taylor’s apartment in a raid in 2020 that set off a wave of protests across the country.,"The former police detective who fired 10 shots through Breonna Taylor’s apartment in a deadly raid in Louisville, Ky., in 2020 was found guilty on Friday night of violating her civil rights by using excessive force.",The former detective fired 10 shots through Ms. Taylor’s apartment in a raid in 2020 that set off a wave of protests across the country.,National,2024-11-02
2024-11-02 02:56:08+00:00,Judge Finds Pennsylvania County Short of Ballots and Extends Early-Voting Hours,"A state judge in Erie County, Pa., found that thousands of voters may not have received their ballots in time for the election on Tuesday, ordering the county to remedy the issue.","A state judge in Pennsylvania has found that a mail-ballot vendor contracted by the Erie County Board of Elections failed to meet demand and that 13,000 to 17,000 Erie County voters may not have received their ballots in time for the election on Tuesday.","A state judge in Erie County, Pa., found that thousands of voters may not have received their ballots in time for the election on Tuesday, ordering the county to remedy the issue.",Politics,2024-11-02
2024-11-02 04:01:14+00:00,"To Join This Club, a Member Must Die. And You Must Adore Verdi.","Based in Parma, Club dei 27 is so exclusive that it’s given rise to all sorts of myths. But it’s really about venerating the famous opera composer born near the Italian city.","They did not sing “Happy Birthday.” At least, not at first.","Based in Parma, Club dei 27 is so exclusive that it’s given rise to all sorts of myths. But it’s really about venerating the famous opera composer born near the Italian city.",Foreign,2024-11-02
2024-11-02 04:01:17+00:00,Can Iran and Israel Find a New Equilibrium?,"Even with peace talks underway, the region is far from stable.",The Middle East is still in a state of volatile uncertainty after the latest exchange of missiles between Israel and Iran.,"Even with peace talks underway, the region is far from stable.",Foreign,2024-11-02
2024-11-02 04:01:18+00:00,Quote of the Day: U.C.L.A. Football Travel This Season (In Miles),"Quotation of the Day for Saturday, November 2, 2024.","“We fly Southwest a lot, so you have a 310-pound lineman in a middle seat with two women because we’re in boarding group C.”","Quotation of the Day for Saturday, November 2, 2024.",Summary,2024-11-02
2024-11-02 04:01:26+00:00,Scenes of Trench Warfare in the Age of Drones,"At a critical battlefield in eastern Ukraine, advanced technology is shaping battles that resemble the wars of older eras. When drones are watching, assaults become violent sprints.","Five Russian soldiers, armed with rifles and grenades, crawled from their trenches into a low-lying ravine, ready to assault the Ukrainian position. At least one of them heard a hornet-like hum and looked up, into the lens of a drone looming above them, and realized that they had been detected.","At a critical battlefield in eastern Ukraine, advanced technology is shaping battles that resemble the wars of older eras. When drones are watching, assaults become violent sprints.",Foreign,2024-11-02
2024-11-02 07:00:04+00:00,Spelling Bee Forum,Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",Feeling stuck on today’s puzzle? We can help.,Games,2024-11-02
2024-11-02 07:00:11+00:00,"Wordle Review No. 1,233","Scroll down for hints and conversation about the puzzle for Nov. 3, 2024.","Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.","Scroll down for hints and conversation about the puzzle for Nov. 3, 2024.",Games,2024-11-02
2024-11-02 07:00:15+00:00,They Don’t Care About the Marathon. They Just Want to Cross the Street.,"In a city where grousing about nearly anything is fair game, some people see the race more as an inconvenience than as a festive occasion.","To many New Yorkers, the first Sunday in November means a chance to watch runners from all over the world chase their dreams in the New York City Marathon.","In a city where grousing about nearly anything is fair game, some people see the race more as an inconvenience than as a festive occasion.",Metro,2024-11-02
2024-11-02 07:00:23+00:00,The G.O.P. Gained Ground in New York in 2022. Can Democrats Recover?,"Democrats still hold supermajorities in both chambers of the State Legislature, but Republicans are hoping to keep the momentum from the 2022 midterms.","There are few places in America that are bluer than the State Capitol in Albany, N.Y., where Democrats have held supermajorities in both houses of the Legislature, as well as the governor’s mansion, since 2018.","Democrats still hold supermajorities in both chambers of the State Legislature, but Republicans are hoping to keep the momentum from the 2022 midterms.",Metro,2024-11-02
2024-11-02 07:00:28+00:00,How a Pizzeria Owner With a Million Fans on Instagram Spends His Sundays,Frank Kabatas serves slices to his hungry customers at East Village Pizza while posting videos for his insatiable audience of 1.7 million followers on Instagram.,"On his second day in New York, Frank Kabatas stepped into East Village Pizza for the first time. As a child in Turkey, he’d eaten plenty of pide — a cheesy flatbread cousin of pizza — but he’d never been able to afford a proper slice. In 1997, when he was 23, he got a green card and decided to join his brother Mel in New York. Mel was working at the pizzeria, and he served Frank his first plain cheese slice.",Frank Kabatas serves slices to his hungry customers at East Village Pizza while posting videos for his insatiable audience of 1.7 million followers on Instagram.,Metro,2024-11-02
2024-11-02 07:00:35+00:00,Trump Bashes Arab Americans. Here’s Why Some Like Him Anyway.,"In a diverse enclave on Staten Island, some business owners say former President Donald J. Trump’s racist rhetoric and anti-Muslim policies are troubling but not disqualifying.","To better understand Donald Trump’s surging appeal among immigrant voters a friend suggested that I visit a particular corner of Staten Island, where an astonishingly diverse population, clustered around a set of minority-owned businesses, has recently emerged on a stretch of Hylan Boulevard.","In a diverse enclave on Staten Island, some business owners say former President Donald J. Trump’s racist rhetoric and anti-Muslim policies are troubling but not disqualifying.",Metropolitan,2024-11-02
2024-11-02 09:00:06+00:00,Kay Koplovitz Wants to See More Entrepreneurs Who Look Like Her,"Once the most powerful woman in television, the founder of Springboard has spent the past 20 years identifying and funding female-led start-ups.","Kay Koplovitz still remembers her first negotiation. Her family was moving from one suburb of Milwaukee to another in the middle of the school year, and she wanted to finish kindergarten with her class. To cover the bus fare back to her old neighborhood, she persuaded her father to raise her allowance. “I sort of felt, well, my first one was successful,” she now says of the deal. “Why wouldn’t all the rest of them be?”","Once the most powerful woman in television, the founder of Springboard has spent the past 20 years identifying and funding female-led start-ups.",SundayBusiness,2024-11-02
2024-11-02 09:00:16+00:00,The Coming of the ‘Messiah’: How Handel’s Masterpiece Was Born,"John Adams reviews “Every Valley,” Charles King’s new book about the artistic, social and political forces surrounding one of the greatest pieces of music ever created.","“Mr. Handel’s head is more full of Maggots than ever. … I could tell you more … but it grows late & I must defer the rest until I write next; by which time, I doubt not, more new ones will breed in his Brain.”","John Adams reviews “Every Valley,” Charles King’s new book about the artistic, social and political forces surrounding one of the greatest pieces of music ever created.",BookReview,2024-11-02
2024-11-02 09:00:31+00:00,Professors Are Uniquely Powerful. That May Be Changing.,Faculty members are used to sharing power with presidents and trustees to run universities. But some presidents and lawmakers have made moves to reduce their say.,"Ilya Nemenman, an Emory University physics professor, seethed as summer break neared its end.",Faculty members are used to sharing power with presidents and trustees to run universities. But some presidents and lawmakers have made moves to reduce their say.,National,2024-11-02
2024-11-02 09:00:40+00:00,"Russia Showers Cash on Men Enlisting in Ukraine War, Bringing Prosperity to Some Towns","With fewer men willing to fight, Russia is focusing on cash incentives for those who sign up, seeking to avoid an unpopular draft while still increasing the ranks of soldiers.",Expensive new cars and motorcycles crowd the streets. Apartment prices have more than doubled. And once-strapped residents are suddenly seen wearing fur coats and carrying ostentatiously overflowing grocery bags.,"With fewer men willing to fight, Russia is focusing on cash incentives for those who sign up, seeking to avoid an unpopular draft while still increasing the ranks of soldiers.",Foreign,2024-11-02
2024-11-02 09:00:41+00:00,A Whisperer to the Stars on the Middle East Conflict,Many in Hollywood have struggled to navigate how to talk about their support for Israel on social media. Some of them have turned to Hen Mazzig for advice.,The actress Debra Messing had a question: How do you share commentary about the Israel-Hamas conflict online in ways that will best influence others?,Many in Hollywood have struggled to navigate how to talk about their support for Israel on social media. Some of them have turned to Hen Mazzig for advice.,Business,2024-11-02
2024-11-02 09:00:46+00:00,Donald Trump’s 2024 in Pictures,A historic conviction. A sudden new opponent. Gunfire in Butler. Donald Trump’s year was unlike that of any presidential candidate in political history.,,A historic conviction. A sudden new opponent. Gunfire in Butler. Donald Trump’s year was unlike that of any presidential candidate in political history.,Politics,2024-11-02
2024-11-02 09:01:06+00:00,Four Must-See Parks This Fall Herald a New Golden Age,"Decades of planning and restoration come to fruition at Seattle’s Waterfront Park, a new Central Park rink and pool, the grounds of Olana, and Longwood Gardens in Pennsylvania.",The greening of Seattle’s commercial waterfront could not happen until a blighting highway was ripped down and a crumbling sea wall replaced.,"Decades of planning and restoration come to fruition at Seattle’s Waterfront Park, a new Central Park rink and pool, the grounds of Olana, and Longwood Gardens in Pennsylvania.",Culture,2024-11-02
2024-11-02 09:01:13+00:00,"The Writing Tool That Mark Twain, Agatha Christie and James Joyce All Swore By",A new history by Roland Allen uncovers the wealth of ideas and invention hidden in the notebooks of literary luminaries.,"A notebook is a record of both solitude and connection. It’s a place for making real the quiet, flickering thoughts that otherwise might pass unnoticed, where words and sketches can stumble and fail. In a notebook, failure is less consequential because it’s not failure at all; it’s a necessary part of the messiness of exploration, of letting the unknown and the uncertain find form.",A new history by Roland Allen uncovers the wealth of ideas and invention hidden in the notebooks of literary luminaries.,Books,2024-11-02
2024-11-02 09:01:43+00:00,"At 70, a Marathoner Looks Back","After a lifetime of running, a writer reflects on why he’s coming back for one last race.","I’ve been training to run the New York City Marathon on Sunday. At age 70, even in the best conditions, it would be a slog over 26.2 miles, longer than five hours. That is less a time for a race than a recipe for short ribs.","After a lifetime of running, a writer reflects on why he’s coming back for one last race.",Well,2024-11-02
2024-11-02 09:01:51+00:00,Wendi McLendon-Covey Is No Longer a Brunch Person,"“I don’t know how to have one mimosa,” said the actress, one of the stars of the new sitcom “St. Denis Medical.” Now she’s a fan of “dunch.”","If Wendi McLendon-Covey had her druthers, she and her husband, Greg Covey, would see every band that rolled into Los Angeles.","“I don’t know how to have one mimosa,” said the actress, one of the stars of the new sitcom “St. Denis Medical.” Now she’s a fan of “dunch.”",Arts&Leisure,2024-11-02
2024-11-02 09:01:52+00:00,It Started With a Family Tree. It Became ‘a Memorial to Everything.’,A search for his origins led Archie Moore to the farthest corners of Australia’s history and the Golden Lion prize at the Venice Biennale.,"At the center of Archie Moore’s “Kith and Kin,” installed in the Australian pavilion at this year’s Venice Biennale, a large tabletop hovers above an inky reflecting pool. The table holds stacks of paper, each pile an official record of an Indigenous Australian’s death in custody since 1991. On the pavilion’s black walls, a chalk drawing traces a genealogical map.",A search for his origins led Archie Moore to the farthest corners of Australia’s history and the Golden Lion prize at the Venice Biennale.,Arts&Leisure,2024-11-02
