pub_date,headline,abstract,lead_paragraph,snippet,news_desk,date
2024-11-15 00:00:11+00:00,Here’s How Trump Could Lose the Coming Trade War,Economic conflict is coming. He is utterly unsuited to manage it.,The good news: I don’t think Donald Trump will cause a global trade war.,Economic conflict is coming. He is utterly unsuited to manage it.,OpEd,2024-11-15
2024-11-15 00:00:12+00:00,Why We Got It So Wrong,It turns out a lot of people don’t behave like ambassadors from this or that group. They think for themselves in unexpected ways.,Let me ask you a few questions:,It turns out a lot of people don’t behave like ambassadors from this or that group. They think for themselves in unexpected ways.,OpEd,2024-11-15
2024-11-15 00:13:49+00:00,"Trump Picks Doug Collins, Ex-Congressman and Impeachment Defender, to Lead V.A.","Mr. Collins, a chaplain in the Air Force Reserve, became the face of the president-elect’s defense in his first impeachment inquiry in 2019.","President-elect Donald J. Trump said on Thursday that he intended to nominate former Representative Doug Collins of Georgia to lead the Veterans Affairs Department, elevating another of his most vocal defenders during his first impeachment inquiry.","Mr. Collins, a chaplain in the Air Force Reserve, became the face of the president-elect’s defense in his first impeachment inquiry in 2019.",Washington,2024-11-15
2024-11-15 00:32:48+00:00,Republicans Float Lara Trump to Fill Rubio’s Senate Seat,"If Senator Marco Rubio becomes secretary of state, Gov. Ron DeSantis of Florida will choose his replacement. Some lawmakers are pushing for the president-elect’s daughter-in-law.","Senator Rick Scott, the Florida Republican who has presented himself as a champion of the MAGA right wing in the run-up to President-elect Donald J. Trump’s second term, threw his support behind Lara Trump, the president-elect’s daughter-in-law, to replace his colleague Senator Marco Rubio.","If Senator Marco Rubio becomes secretary of state, Gov. Ron DeSantis of Florida will choose his replacement. Some lawmakers are pushing for the president-elect’s daughter-in-law.",Politics,2024-11-15
2024-11-15 02:00:08+00:00,"Review: ‘King Lear,’ Faster and Less Furious",Kenneth Branagh’s production of the Shakespeare classic speeds through the material and can’t quite figure out its tone.,"Kenneth Branagh’s “King Lear,” which opened Thursday night at the Shed, is a tragedy that doesn’t seem to know why it’s so tragic. The production’s fleet and feathery interpretation of how one man’s decline rains down misfortune on everyone around him undercuts the gravity of the classic, demoting it into a mere trifle.",Kenneth Branagh’s production of the Shakespeare classic speeds through the material and can’t quite figure out its tone.,Weekend,2024-11-15
2024-11-15 02:12:08+00:00,Trump Picks Burgum for Interior Secretary,The North Dakota governor helped strengthen ties between the oil industry and President-elect Donald J. Trump.,"President-elect Donald J. Trump has tapped Gov. Doug Burgum of North Dakota to run the Interior Department, leading the new administration’s plans to open federal lands and waters to oil and gas drilling.",The North Dakota governor helped strengthen ties between the oil industry and President-elect Donald J. Trump.,Climate,2024-11-15
2024-11-15 02:21:07+00:00,Argentina Mulls Exiting Paris Climate Deal,"The South American nation says it is considering withdrawing from the landmark agreement, which aims to limit carbon emissions and slow global warming.","President Javier Milei is considering withdrawing Argentina from the Paris climate agreement, which aims to curb planet-warming emissions, a drastic move that only one other world leader has made in the past: former President Donald J. Trump, who withdrew the United States during his first term.","The South American nation says it is considering withdrawing from the landmark agreement, which aims to limit carbon emissions and slow global warming.",Foreign,2024-11-15
2024-11-15 02:30:02+00:00,"Corrections: Nov. 15, 2024","Corrections that appeared in print on Friday, Nov. 15, 2024.","An obituary on Nov. 7 about the journalist, editor and media critic James Ledbetter misidentified the creator of The Village Voice’s Press Clips column, which Mr. Ledbetter wrote in the 1990s. Although Alexander Cockburn wrote the column for many years, it was originated by John Leo, not Mr. Cockburn.","Corrections that appeared in print on Friday, Nov. 15, 2024.",Corrections,2024-11-15
2024-11-15 03:00:07+00:00,You Might Use It to Walk the Dog,Alina Abidi opens our solving weekend with a very chatty puzzle.,Jump to: Tricky Clues,Alina Abidi opens our solving weekend with a very chatty puzzle.,Games,2024-11-15
2024-11-15 03:47:03+00:00,Here Are the Agencies Robert F. Kennedy Jr. Would Oversee as H.H.S. Secretary,"President-elect Donald Trump’s nominee would oversee agencies that regulate food, vaccines and medicine and were instrumental during the pandemic.","When President-elect Donald J. Trump announced on Thursday that he would nominate Robert F. Kennedy Jr. to lead the Department of Health and Human Services, questions immediately arose about how the department would change if it were to be led by someone who has expressed skepticism toward vaccines and a resistance to public health measures.","President-elect Donald Trump’s nominee would oversee agencies that regulate food, vaccines and medicine and were instrumental during the pandemic.",Express,2024-11-15
