pub_date,headline,abstract,lead_paragraph,snippet,news_desk,date
2024-11-05 00:00:10+00:00,Why Trump’s Supporters Should Also Be Wary if He Returns to Power,"If autocracy comes to America, don’t assume it’ll be soft.","I don’t know who will win the presidential election. Nobody does. But there’s obviously a substantial chance that Donald Trump will return to power. I’m worried for our country and I’m concerned about what my own life would be like under a second Trump term. And you should be, too.","If autocracy comes to America, don’t assume it’ll be soft.",OpEd,2024-11-05
2024-11-05 00:10:34+00:00,How the Death of a Celebrity Squirrel Became a Republican Rallying Cry,"After P’Nut and a raccoon named Fred were taken by wildlife agents and euthanized, Donald Trump and local candidates accused New York Democrats of “state overreach.”","“I know Don is fired up about P’Nut the squirrel,” JD Vance, the vice-presidential candidate, said at a rally in Sanford, N.C., on Sunday.","After P’Nut and a raccoon named Fred were taken by wildlife agents and euthanized, Donald Trump and local candidates accused New York Democrats of “state overreach.”",Metro,2024-11-05
2024-11-05 00:19:53+00:00,Tucker Carlson Says Abortions Cause Hurricanes in Election Eve Broadcast,"In a podcast appearance, Tucker Carlson dismissed scientific research that links global warming to more potent and frequent hurricanes, saying instead that “it’s probably abortion, actually.”","Tucker Carlson, a top surrogate for former President Donald J. Trump who spoke at the Republican National Convention this summer and made racist claims at a Trump rally last week at Madison Square Garden, said on Monday that the increased occurrence of hurricanes in the United States was a consequence of abortion — which he characterized as “human sacrifice.”","In a podcast appearance, Tucker Carlson dismissed scientific research that links global warming to more potent and frequent hurricanes, saying instead that “it’s probably abortion, actually.”",Politics,2024-11-05
2024-11-05 00:20:48+00:00,Latest Rallying Cry From Trump’s Allies: ‘Men Must Vote!’,"The plea, delivered by figures including Elon Musk, reflects a growing concern from Donald J. Trump’s team that heavy turnout among women could spell trouble on Election Day.","In the wee hours of Monday morning, Elon Musk, the billionaire who has put nearly $120 million behind an effort to get Donald J. Trump elected, issued a simple warning on the social media platform he owns. “Men must vote!” he wrote at 2:43 a.m.","The plea, delivered by figures including Elon Musk, reflects a growing concern from Donald J. Trump’s team that heavy turnout among women could spell trouble on Election Day.",Politics,2024-11-05
2024-11-05 00:49:27+00:00,"Man Planned to Use Drone With Explosive to Attack Substation, U.S. Says","The man, Skyler Philippi, 24, of Columbia, Tenn., targeted the energy facility to try to push his white supremacist ideology, according to prosecutors.","A 24-year-old Tennessee man was arrested on Saturday moments before he planned to use a drone carrying an explosive to destroy a Nashville power substation to further his “violent white supremacist ideology,” federal prosecutors said Monday.","The man, Skyler Philippi, 24, of Columbia, Tenn., targeted the energy facility to try to push his white supremacist ideology, according to prosecutors.",Express,2024-11-05
2024-11-05 00:57:51+00:00,Meta Permits Its A.I. Models to Be Used for U.S. Military Purposes,"The shift in policy, covering government agencies and contractors working on national security, is intended to promote “responsible and ethical” innovations, the company said.","Meta will allow U.S. government agencies and contractors working on national security to use its artificial intelligence models for military purposes, the company said on Monday, in a shift from its policy that prohibited the use of its technology for such efforts.","The shift in policy, covering government agencies and contractors working on national security, is intended to promote “responsible and ethical” innovations, the company said.",Business,2024-11-05
2024-11-05 01:21:05+00:00,The Candidates Keep Talking About Electric Cars in Michigan. Here’s Why.,"Electric vehicles are a top-tier issue in Michigan, where both candidates have framed a vote for their opponent as a threat to the state’s auto industry.","When former President Donald J. Trump made a September campaign stop in Flint, Mich., he warned that the shift toward electric vehicles could allow China to dominate the automotive industry that built that city and others in Michigan.","Electric vehicles are a top-tier issue in Michigan, where both candidates have framed a vote for their opponent as a threat to the state’s auto industry.",National,2024-11-05
2024-11-05 01:33:54+00:00,The Science That Makes Baseball Mud ‘Magical’,Scientists dug up the real dirt on the substance applied to all the baseballs used in the major leagues.,"If you looked closely at the baseballs used in the World Series last month, you would notice that they were covered in a mysterious brown substance.",Scientists dug up the real dirt on the substance applied to all the baseballs used in the major leagues.,Science,2024-11-05
2024-11-05 01:38:35+00:00,Into the Abyss,The uncertainty is getting to us.,"I spent my weekend driving around southeastern Pennsylvania in a rented minivan. And if the interviews I did there are any indication, there is one thing everyone in this divided nation can agree on: The uncertainty is getting to us.",The uncertainty is getting to us.,Politics,2024-11-05
2024-11-05 01:41:40+00:00,Army Veteran Is Convicted of Assaulting Police Officer at Capitol Riot,"Brian Glenn Bingham, of New Jersey, hit an officer in the face as the police tried to clear rioters from the building on Jan. 6, 2021, a jury found.","On Monday, the eve of this year’s presidential election, a New Jersey man was convicted of assaulting a law enforcement officer as part of the mob of Donald J. Trump supporters who stormed the U.S. Capitol on Jan. 6, 2021.","Brian Glenn Bingham, of New Jersey, hit an officer in the face as the police tried to clear rioters from the building on Jan. 6, 2021, a jury found.",Metro,2024-11-05
2024-11-05 01:44:01+00:00,"​Despite Trump’s Claim, No Ballots Have Been Found Fraudulent in Lancaster County","The county and three others are investigating voter registration forms, not ballots, that were flagged as suspicious. Some were delivered to election offices by an Arizona-based company.","Details about a continuing investigation revealed by a Republican county commissioner at an election board meeting on Monday undercut claims made by former President Donald J. Trump and others about widespread voter fraud in Lancaster County, Pa.","The county and three others are investigating voter registration forms, not ballots, that were flagged as suspicious. Some were delivered to election offices by an Arizona-based company.",National,2024-11-05
2024-11-05 02:13:20+00:00,"Activists File ‘Bad-Faith’ Ballot Challenges, Pennsylvania Officials Say","Right-wing activists and G.O.P. state lawmakers have questioned the eligibility of some 4,000 people who requested ballots.","One by one, they testified under oath: a military spouse who moves every three years. A man just back from six months of traveling around the country. A graduate student temporarily away for school.","Right-wing activists and G.O.P. state lawmakers have questioned the eligibility of some 4,000 people who requested ballots.",Politics,2024-11-05
2024-11-05 02:29:44+00:00,10-Minute Challenge: Edward Hopper’s ‘Manhattan Bridge Loop’,"We’d like you to look at one piece of art for 10 minutes, uninterrupted.","We’d like you to look at one piece of art for 10 minutes, uninterrupted.","We’d like you to look at one piece of art for 10 minutes, uninterrupted.",The Upshot,2024-11-05
2024-11-05 02:30:02+00:00,"Corrections: Nov. 5, 2024","Corrections that appeared in print on Tuesday, Nov. 5, 2024.","An article on Saturday about the first day of Daniel Penny’s trial in the May 2023 killing of Jordan Neely misidentified the county on Long Island where Mr. Penny grew up. It is Suffolk County, not Nassau.","Corrections that appeared in print on Tuesday, Nov. 5, 2024.",Corrections,2024-11-05
2024-11-05 02:52:42+00:00,Why the U.S. Election Matters in These Countries,"The world doesn’t pick the U.S. president, but it will face the consequences of whether Americans elect Vice President Kamala Harris or former President Donald J. Trump. New York Times foreign correspondents discuss the top issues in the countries they cover.","The world doesn’t pick the U.S. president, but it will face the consequences of whether Americans elect Vice President Kamala Harris or former President Donald J. Trump. New York Times foreign correspondents discuss the top issues in the countries they cover.","The world doesn’t pick the U.S. president, but it will face the consequences of whether Americans elect Vice President Kamala Harris or former President Donald J. Trump. New York Times foreign correspondents discuss the top issues in the countries...",,2024-11-05
2024-11-05 02:53:56+00:00,The Stakes of the Election,The Morning newsletter looked at how Kamala Harris and Donald Trump view some of the biggest issues facing the country.,"Presidential campaigns are often scripted spectacles. They can overshadow policy ideas. So editors of The Morning asked reporters at The Times — who dig through tax records, travel to the southern border and study the science of climate change — to explain what Donald Trump’s and Kamala Harris’s positions on several important issues might mean for the country.",The Morning newsletter looked at how Kamala Harris and Donald Trump view some of the biggest issues facing the country.,NYTNow,2024-11-05
