pub_date,headline,abstract,lead_paragraph,snippet,news_desk,date
2024-11-21 00:15:07+00:00,Elon Musk and Vivek Ramaswamy Call for Five-Day In-Office Workweeks for Federal Employees,"In an opinion column in The Wall Street Journal, the heads of the new Department of Government Efficiency said taxpayers shouldn’t pay federal employees “for the Covid-era privilege of staying home.”","Elon Musk and Vivek Ramaswamy, the co-leaders of what President-elect Donald J. Trump has called the Department of Government Efficiency, said on Wednesday that they supported requiring federal employees to work from the office five days a week as part of a broad overhaul of the civil service.","In an opinion column in The Wall Street Journal, the heads of the new Department of Government Efficiency said taxpayers shouldn’t pay federal employees “for the Covid-era privilege of staying home.”",Washington,2024-11-21
2024-11-21 00:17:16+00:00,"Pamela Hayden, the Voice of Bart’s Friend Milhouse, Retires From ‘The Simpsons’",Ms. Hayden voiced many “Simpsons” characters since the show started in 1989. She’s most famously the voice of Bart’s awkward 10-year-old best friend.,"Pamela Hayden, who has voiced characters on “The Simpsons” since it began in 1989 and famously played Bart’s nerdy best friend Milhouse Van Houten, announced on Wednesday that she was retiring from the show.",Ms. Hayden voiced many “Simpsons” characters since the show started in 1989. She’s most famously the voice of Bart’s awkward 10-year-old best friend.,Express,2024-11-21
2024-11-21 00:44:56+00:00,U.S. Proposes Breakup of Google to Fix Search Monopoly,"In a landmark antitrust case, the government asked a judge to force the company to sell its popular Chrome browser.","The Justice Department and a group of states asked a federal court late Wednesday to force Google to sell Chrome, its popular web browser, a move that could fundamentally alter the $2 trillion company’s business and reshape competition on the internet.","In a landmark antitrust case, the government asked a judge to force the company to sell its popular Chrome browser.",Business,2024-11-21
2024-11-21 00:54:25+00:00,Who’s Laughing Now? Banana-as-Art Sells for $6.2 Million at Sotheby’s,"A conceptual artwork by Maurizio Cattelan, “Comedian,” is just a fruit-stand banana taped on the wall. But 7 bidders were biting. It went to a crypto entrepreneur.",A banana that for years has stirred controversy in the art world sold for $6.2 million with fees at Sotheby’s contemporary art auction on Wednesday night. It became what is arguably the most expensive fruit in the world — though it will likely be tossed in a couple days.,"A conceptual artwork by Maurizio Cattelan, “Comedian,” is just a fruit-stand banana taped on the wall. But 7 bidders were biting. It went to a crypto entrepreneur.",Weekend,2024-11-21
2024-11-21 01:10:40+00:00,Urologist Who Sexually Abused Patients Is Sentenced to Life in Prison,"Darius A. Paduch, a fertility specialist, assaulted men and boys for years at prominent New York hospitals, prosecutors said.","A urologist convicted of sexually abusing seven patients, including five who were minors, was sentenced to life in prison on Wednesday, prosecutors said.","Darius A. Paduch, a fertility specialist, assaulted men and boys for years at prominent New York hospitals, prosecutors said.",Metro,2024-11-21
2024-11-21 01:23:09+00:00,Trump Tells Republicans to ‘Kill’ Reporter Shield Bill Passed Unanimously by House,"The bill, known as the PRESS Act, would codify protections against federal investigators seizing reporters’ records. It is now less likely the legislation will clear the Senate before the current session ends.","President-elect Donald J. Trump on Wednesday instructed congressional Republicans to block the passage of a bipartisan federal shield bill intended to strengthen the ability of reporters to protect confidential sources, dealing a potentially fatal political blow to the measure — even though the Republican-controlled House had already passed it unanimously.","The bill, known as the PRESS Act, would codify protections against federal investigators seizing reporters’ records. It is now less likely the legislation will clear the Senate before the current session ends.",Washington,2024-11-21
2024-11-21 01:27:47+00:00,Map: 2.3-Magnitude Earthquake Strikes Connecticut,View the location of the quake’s epicenter and shake area.,View the location of the quake’s epicenter and shake area.,View the location of the quake’s epicenter and shake area.,Weather,2024-11-21
2024-11-21 01:59:30+00:00,Democrats Split as Senate Rejects Bills to Block Weapons Transfers to Israel,The legislation failed resoundingly but highlighted a growing Democratic divide over whether the United States should withhold some weapons to register its disapproval of Israel’s war tactics.,"The Senate on Wednesday resoundingly rejected a series of three resolutions to block weapons transfers to Israel, but the move to curtail American support for the war in Gaza drew substantial support from Democrats, reflecting growing consternation in the party over the conflict.",The legislation failed resoundingly but highlighted a growing Democratic divide over whether the United States should withhold some weapons to register its disapproval of Israel’s war tactics.,Washington,2024-11-21
2024-11-21 02:22:54+00:00,Canadian Cabinet Minister With Shifting Story of Indigenous Heritage Steps Down,"Randy Boissonnault, who resigned as employment minister, had long described himself as the great-grandson of a Cree woman, but now acknowledges he was wrong about his family’s ancestry.","Randy Boissonnault, who was Canada’s employment minister until Wednesday, once sat with his Liberal Party’s Indigenous caucus. In Parliament, he has said that he was adopted into a family with Cree heritage. And in interviews, he described himself as the great-grandson of a “full-blooded Cree woman.”","Randy Boissonnault, who resigned as employment minister, had long described himself as the great-grandson of a Cree woman, but now acknowledges he was wrong about his family’s ancestry.",Foreign,2024-11-21
2024-11-21 02:30:02+00:00,"Corrections: Nov. 21, 2024","Corrections that appeared in print on Thursday, Nov. 21, 2024.","An article on Wednesday about Ukraine’s use of American-made ballistic missiles to strike into Russia, misspelled the given name of the European Union’s foreign policy chief. He is Josep Borrell Fontelles, not Joseph.","Corrections that appeared in print on Thursday, Nov. 21, 2024.",Corrections,2024-11-21
2024-11-21 02:40:06+00:00,"Begich Defeats Peltola in Alaska, Flipping House Seat for Republicans","The G.O.P. united behind Nick Begich III, the conservative son of a prominent liberal Alaska political family, to beat Representative Mary Peltola, a Democrat.","Nick Begich III, the Republican son of a prominent liberal political family in Alaska, has defeated Representative Mary Peltola to win the state’s sole House seat, according to The Associated Press, ousting one of the nation’s most vulnerable Democrats and adding to Republicans’ slim House majority.","The G.O.P. united behind Nick Begich III, the conservative son of a prominent liberal Alaska political family, to beat Representative Mary Peltola, a Democrat.",Washington,2024-11-21
2024-11-21 03:00:06+00:00,Hanging Out in the Cold,Katie Hoody’s theme just goes on and on. …,Jump to: Today’s Theme | Tricky Clues,Katie Hoody’s theme just goes on and on. …,Games,2024-11-21
2024-11-21 03:21:49+00:00,"Percival Everett, Author of ‘James,’ Wins National Book Award for Fiction",Jason De León received the nonfiction award for “Soldiers and Kings: Survival and Hope in the World of Human Smuggling.”,"Percival Everett won the National Book Award for fiction on Wednesday for his novel “James,” a propulsive and slyly funny retelling of Mark Twain’s “Adventures of Huckleberry Finn” from the perspective of Huck’s companion, an enslaved man named James.",Jason De León received the nonfiction award for “Soldiers and Kings: Survival and Hope in the World of Human Smuggling.”,Books,2024-11-21
