pub_date,headline,abstract,lead_paragraph,snippet,news_desk,date
2024-11-16 00:16:07+00:00,Trump Names Karoline Leavitt as His White House Press Secretary,"Ms. Leavitt, 27, who served as his campaign’s press secretary and worked in the White House during his first administration, will be the youngest person ever to assume the role.","President-elect Donald J. Trump announced on Friday that he had chosen Karoline Leavitt, who worked in his administration and served as his campaign’s press secretary, to be his White House press secretary.","Ms. Leavitt, 27, who served as his campaign’s press secretary and worked in the White House during his first administration, will be the youngest person ever to assume the role.",Washington,2024-11-16
2024-11-16 00:23:10+00:00,Georgia Poll Workers Defamed by Giuliani Receive Some of His Assets,"A watch collection, a ring and a vintage Mercedes-Benz belonging to the former Trump lawyer were delivered nearly a year after he was ordered to pay $148 million to the workers he had spread lies about.","Ruby Freeman and Shaye Moss, the two Georgia poll workers defamed by Rudolph W. Giuliani after the 2020 election, received his watch collection, a ring and his vintage Mercedes-Benz on Friday.","A watch collection, a ring and a vintage Mercedes-Benz belonging to the former Trump lawyer were delivered nearly a year after he was ordered to pay $148 million to the workers he had spread lies about.",Washington,2024-11-16
2024-11-16 02:13:40+00:00,"Golden Holds Off Challenge in Maine, Denying House G.O.P. a Key Pickup","Representative Jared Golden, a three-term Democrat, defeated Austin Theriault, a former NASCAR driver, in one of a handful of districts held by Democrats that Donald J. Trump won in 2020.","Representative Jared Golden, a three-term Democrat from Maine, has defeated his Republican challenger, Austin Theriault, a former NASCAR driver and northern Maine native, The Associated Press declared on Friday.","Representative Jared Golden, a three-term Democrat, defeated Austin Theriault, a former NASCAR driver, in one of a handful of districts held by Democrats that Donald J. Trump won in 2020.",Washington,2024-11-16
2024-11-16 02:30:02+00:00,"Corrections: Nov. 16, 2024","Corrections that appeared in print on Saturday, Nov. 16, 2024.","An article on Sunday about violence that erupted around a soccer match between Israeli and Dutch teams in Amsterdam misstated the source that described the anti-Arab chants shouted by Maccabi fans near the central train station. While anti-Arab profanities were captured on videos posted to social media there, it was city officials who described the fans shouting a chant about schools and children in Gaza.","Corrections that appeared in print on Saturday, Nov. 16, 2024.",Corrections,2024-11-16
2024-11-16 03:00:07+00:00,Angel Hair Topper?,Peter Gordon’s latest themeless puzzle is a rare bird.,"SATURDAY PUZZLE — In an installment of extra-cruciverbal trivia — that is, factoids that nobody needs to solve the puzzle — today’s construction is Peter Gordon’s first Saturday grid since 2001. Mr. Gordon has been a prolific contributor to the Times Crossword for 35 years, so I found the fact interesting. If all you do is themeless puzzles, you might be wondering where this newbie whippersnapper came from.",Peter Gordon’s latest themeless puzzle is a rare bird.,Games,2024-11-16
2024-11-16 03:13:49+00:00,Kennedy’s Views Mix Mistrust of Business With Unfounded Health Claims,"President-elect Donald J. Trump’s pick for health secretary opposes fluoride in water, promotes unproven Covid therapies and has threatened to prosecute medical journals.","Seven years after Americans celebrated the licensing of Jonas Salk’s polio vaccine, President John F. Kennedy called on Congress to finance a nationwide vaccination program to stamp out what he called the “ancient enemies of our children”: infectious disease.","President-elect Donald J. Trump’s pick for health secretary opposes fluoride in water, promotes unproven Covid therapies and has threatened to prosecute medical journals.",Washington,2024-11-16
2024-11-16 04:59:00+00:00,Quote of the Day: A ‘Green’ Solution in India Is Fouling Its Capital,"Quotation of the Day for Saturday, November 16, 2024",“The dust is like a bedsheet.”,"Quotation of the Day for Saturday, November 16, 2024",Summary,2024-11-16
2024-11-16 05:00:17+00:00,"Slash First, Fix Later: How Elon Musk Cuts Costs","Mr. Musk dug into his companies’ budgets, preferring to cut too much rather than too little and to deal with the fallout later. Under Donald Trump, he is set to apply those tactics to the U.S. government.","On a Saturday morning in December 2022, Elon Musk summoned finance executives at Twitter, which he had bought six weeks earlier, to a conference call. Then he drilled into a spreadsheet that contained the social media company’s expenditures.","Mr. Musk dug into his companies’ budgets, preferring to cut too much rather than too little and to deal with the fallout later. Under Donald Trump, he is set to apply those tactics to the U.S. government.",Business,2024-11-16
2024-11-16 05:01:16+00:00,North Korea Deploys a New Weapon Against the South: Unbearable Noise,"Relations between the neighbors have sunk to the lowest level in years. Now, Pyongyang is blaring eerie sounds across the border that villagers say is making their lives hell.","Loud, crackly noises that sounded like an ominous, giant gong being beaten again and again washed over this village on a recent night. On other nights, some residents described hearing wolves howling, metal grinding together or ghosts screaming as if out of a horror movie. Others said they heard the sound of incoming artillery, or even a furious monkey pounding on a broken piano.","Relations between the neighbors have sunk to the lowest level in years. Now, Pyongyang is blaring eerie sounds across the border that villagers say is making their lives hell.",Foreign,2024-11-16
2024-11-16 05:01:16+00:00,"As Xi and Biden Meet, Trump and Uncertainty Loom Large","The two leaders will meet in Peru, where China has steadily expanded its influence in a challenge to the United States in its own region.","President Biden and China’s top leader, Xi Jinping, have sparred for years about how the world should be ordered.","The two leaders will meet in Peru, where China has steadily expanded its influence in a challenge to the United States in its own region.",Foreign,2024-11-16
2024-11-16 05:27:26+00:00,Thousands Report Netflix Livestream Crashes During Mike Tyson-Jake Paul Fight,Users across the U.S. reported being unable to load the high-profile boxing match.,"Tens of thousands of Netflix users reported that the service was not working for them ahead of a fight between Mike Tyson and Jake Paul on Friday, with many saying that the livestream was failing to load.",Users across the U.S. reported being unable to load the high-profile boxing match.,Express,2024-11-16
2024-11-16 07:20:06+00:00,Bullet Hits Southwest Plane at Dallas Love Field Airport,"No injuries were reported, and the aircraft safely returned to the terminal.","A bullet struck a Southwest Airlines jet as it was preparing to take off from Dallas Love Field on Friday night, the airline said. No injuries were reported, and the plane safely returned to the terminal.","No injuries were reported, and the aircraft safely returned to the terminal.",Express,2024-11-16
2024-11-16 07:23:39+00:00,Mike Tyson and Netflix Are Sluggish During a Hyped Fight,"Tyson looked slow and unsteady in a dull loss to Jake Paul. For many, Netflix’s latest live programming was hindered by buffering.","The anticipated boxing match between Jake Paul, the 27-year-old social media influencer, and Mike Tyson, the 58-year-old former heavyweight champion, ended in unspectacular fashion on Friday night as boos rained down from the crowd at AT&T Stadium in Arlington, Texas.","Tyson looked slow and unsteady in a dull loss to Jake Paul. For many, Netflix’s latest live programming was hindered by buffering.",Culture,2024-11-16
2024-11-16 08:00:05+00:00,Spelling Bee Forum,Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",Feeling stuck on today’s puzzle? We can help.,Games,2024-11-16
2024-11-16 08:00:13+00:00,Trump’s Victory Could Mean End of Inquiry Into N.Y.P.D. Sex Crimes Unit,President-elect Donald J. Trump has vowed to end the sweeping scrutiny of the police that President Biden used to uproot abuse.,"For President Biden’s administration, fixing the New York Police Department’s storied, but scandal-scarred sex crimes unit was a response to the #MeToo movement and part of a broader agenda of improving American policing.",President-elect Donald J. Trump has vowed to end the sweeping scrutiny of the police that President Biden used to uproot abuse.,Metro,2024-11-16
2024-11-16 08:00:25+00:00,How a Park Avenue Doorman (and Salsa Dancer) Spends His Sundays,"Stephen Bruno, who wrote a book about his life as a doorman, helps people head to brunch, then gets ready for a day of religious worship and a night of dancing.","Stephen Bruno’s memoir, “Building Material,” centers on his life as a Manhattan doorman over the past 20 years. For the last 14, he has been at his current workplace, a high-end building on Park Avenue that is home to about 60 residents.","Stephen Bruno, who wrote a book about his life as a doorman, helps people head to brunch, then gets ready for a day of religious worship and a night of dancing.",Metro,2024-11-16
2024-11-16 08:03:11+00:00,India Hospital Fire Kills 10 Newborn Babies,"The deadly episode was reportedly caused by a short circuit. Hospital fires are not uncommon in India, which lags in fire preparedness and building safety.","Ten newborns were killed in a hospital fire in the Indian state of Uttar Pradesh, the latest in a string of similar tragedies that highlight the abysmal state of building safety and fire preparedness in the world’s most populous country.","The deadly episode was reportedly caused by a short circuit. Hospital fires are not uncommon in India, which lags in fire preparedness and building safety.",Foreign,2024-11-16
2024-11-16 09:05:30+00:00,Typhoon Man-yi Pounds the Philippines With Rain and High Winds,"The storm, a Category 4, regained strength on Sunday afternoon.","Typhoon Man-yi regained strength on Sunday afternoon, bringing heavy rain and powerful winds to the Philippines, hours after making landfall in a nation still recovering from a series of recent storms that killed more than 160 people and caused widespread damage.","The storm, a Category 4, regained strength on Sunday afternoon.",Express,2024-11-16
