pub_date,headline,abstract,lead_paragraph,snippet,news_desk,date
2024-11-09 00:02:45+00:00,How Media Outlets on the Right and Left Explained Trump’s Win,Media outlets on the right said Mr. Trump won because of the left’s embrace of what they called extreme political views. Left-leaning outlets offered a broader variety of explanations.,Media outlets across the political spectrum offered very different explanations about why Donald J. Trump won the presidential election this week.,Media outlets on the right said Mr. Trump won because of the left’s embrace of what they called extreme political views. Left-leaning outlets offered a broader variety of explanations.,Business,2024-11-09
2024-11-09 00:21:43+00:00,Residents Return to Find Homes Reduced to Rubble After California Fire,"The Mountain fire has torn through more than 20,000 acres and destroyed more than 130 structures in Ventura County. “It’s just devastating,” one resident said.","In the city of Camarillo, Calif., on Old Coach Drive, the smell of smoke lay heavy in the air. The fire that erupted this week had hopscotched around the neighborhood, leaving some homes relatively unscathed but reducing several to charred piles of wood and rubble.","The Mountain fire has torn through more than 20,000 acres and destroyed more than 130 structures in Ventura County. “It’s just devastating,” one resident said.",National,2024-11-09
2024-11-09 00:39:00+00:00,San Francisco Mayor-Elect Plans to Declare Fentanyl Emergency on Day 1,Daniel Lurie held his first news conference since Mayor London Breed conceded the mayoral race this week.,Daniel Lurie is a man in a hurry.,Daniel Lurie held his first news conference since Mayor London Breed conceded the mayoral race this week.,National,2024-11-09
2024-11-09 01:04:51+00:00,"As Trump’s New Term Looms, Hochul Considers Reviving Congestion Pricing","Gov. Kathy Hochul, facing pressure from supporters of the contentious tolling plan, is said to be exploring options for adopting it in some form.","Gov. Kathy Hochul of New York is exploring options for reviving a congestion pricing plan for New York City before President-elect Donald J. Trump has a chance to kill it, according to four people familiar with the matter.","Gov. Kathy Hochul, facing pressure from supporters of the contentious tolling plan, is said to be exploring options for adopting it in some form.",Metro,2024-11-09
2024-11-09 01:05:42+00:00,Walz Offers Hope to Minnesota in Concession Speech,"Gov. Tim Walz, the former vice presidential candidate, gave a concession speech in his home state on Friday, in which he vowed to “stand ready to stand up and fight.”","Gov. Tim Walz, the former vice presidential candidate, gave a concession speech in his home state on Friday, in which he vowed to “stand ready to stand up and fight.”","Gov. Tim Walz, the former vice presidential candidate, gave a concession speech in his home state on Friday, in which he vowed to “stand ready to stand up and fight.”",,2024-11-09
2024-11-09 01:08:28+00:00,"Trump Weighs Key Personnel Choices, Schooled by His First-Term Experience","The president-elect held his first formal transition meetings and has been given lists of candidates, but is calling around to friends and allies for ideas.","President-elect Donald J. Trump is not known for adherence to a disciplined and rigorous personnel selection process, but behind the scenes his advisers and allies have been preparing lists of candidates for the most important jobs in his administration.","The president-elect held his first formal transition meetings and has been given lists of candidates, but is calling around to friends and allies for ideas.",Washington,2024-11-09
2024-11-09 02:22:34+00:00,"Dorothy Allison, Author of ‘Bastard Out of Carolina,’ Dies at 75","She wrote lovingly and often hilariously about her harrowing childhood in a working-class Southern family, as well as about the violence and incest she suffered.","Dorothy Allison, who wrote with lyrical, pungent wit about her working-class Southern upbringing — and about the incest and violence that shaped her — and whose acclaimed 1992 novel, “Bastard Out of Carolina,” based on her harrowing childhood, made her a literary star, died on Wednesday at her home in Guerneville, Calif., in Sonoma County. She was 75.","She wrote lovingly and often hilariously about her harrowing childhood in a working-class Southern family, as well as about the violence and incest she suffered.",Obits,2024-11-09
2024-11-09 02:30:01+00:00,"Corrections: Nov. 9, 2024","Corrections that appeared in print on Saturday, Nov. 9, 2024.",An article on Page 2 this weekend misstates the title of a song by the band Lankum. It is “Go Dig My Grave” not “I Dig My Grave.”,"Corrections that appeared in print on Saturday, Nov. 9, 2024.",Corrections,2024-11-09
2024-11-09 02:42:00+00:00,The Long Global Trail of Resentment Behind Trump’s Resurrection,Disillusionment with the world that emerged from the Cold War has fueled a long-gathering revolt against the established order.,"As the Cold War wound down almost four decades ago, a top adviser to the reformist Soviet leader, Mikhail S. Gorbachev, warned the West that “we are going to do the most terrible thing to you. We are going to deprive you of an enemy.”",Disillusionment with the world that emerged from the Cold War has fueled a long-gathering revolt against the established order.,Foreign,2024-11-09
2024-11-09 02:48:49+00:00,"Democrats Consider an Autopsy, but Who’s the Coroner?",The Democratic Party agrees it needs to figure out what went wrong. The question is how.,"After suffering what could shape up to be their biggest electoral defeat in more than 40 years, Democrats agree on one thing: They need to figure out what went wrong.",The Democratic Party agrees it needs to figure out what went wrong. The question is how.,Politics,2024-11-09
2024-11-09 03:00:07+00:00,Spill,Chandi Deitmer and Hoang-Kim Vu’s Saturday collaboration might make solvers take a tumble or two.,"SATURDAY PUZZLE — This is an unusual phenomenon, as there aren’t many themeless collaborations in Times puzzles. It’s also Chandi Deitmer’s Saturday debut, after six winsome Sundays over the last few years. Hoang-Kim Vu, her collaborator on today’s Crossword, has created a handful of weekend themeless grids. I spent three quarters of my solve in a charmed state: What zingy slang! What clever crosses! Then I spent 25 percent in white-knuckled suspense: Am I going to have to peek at this answer key? Is ordering Indian tonight cheating?",Chandi Deitmer and Hoang-Kim Vu’s Saturday collaboration might make solvers take a tumble or two.,Games,2024-11-09
2024-11-09 03:19:05+00:00,Brush Fire in Brooklyn’s Prospect Park Burns 2 Acres,"The fire drew almost 100 firefighters, the commissioner said. The cause was not immediately determined.","About 100 firefighters were called to put out a two-acre brush fire in a heavily wooded section of Prospect Park in Brooklyn on Friday night, prompting officials to warn residents to stay away as they used drones to identify hot spots.","The fire drew almost 100 firefighters, the commissioner said. The cause was not immediately determined.",Metro,2024-11-09
2024-11-09 04:18:42+00:00,Seattle Police Arrest Man in Connection With Five Stabbings,"Five people were injured in attacks in the city’s Chinatown-International District on Friday, the police said.","A man was arrested in connection to stabbings that injured five people on Friday in Seattle, according to the local authorities.","Five people were injured in attacks in the city’s Chinatown-International District on Friday, the police said.",Express,2024-11-09
2024-11-09 04:59:00+00:00,"Quote of the Day: For Harris, Star Endorsements Didn’t Shine as They Used To","Quotation of the Day for Saturday, November 9, 2024","“She couldn’t get the endorsement of the Teamsters, but she got the endorsement of Hollywood. That’s a tough message for a lot of voters.”","Quotation of the Day for Saturday, November 9, 2024",Summary,2024-11-09
