pub_date,headline,abstract,lead_paragraph,snippet,news_desk,date
2024-11-04 00:22:55+00:00,A Vivid Trump-Harris Contrast in the Campaign’s Grueling Final Days,"As Kamala Harris visited a church in Detroit on the last Sunday of the campaign, Donald J. Trump told supporters that he “shouldn’t have left” the White House after the 2020 election.","It was the final Sunday of the campaign for president, and Vice President Kamala Harris and Donald J. Trump were continuing to race across battleground states in their search for support. But in message and demeanor, Ms. Harris, the Democrat, and Mr. Trump, the Republican, could not have been more different.","As Kamala Harris visited a church in Detroit on the last Sunday of the campaign, Donald J. Trump told supporters that he “shouldn’t have left” the White House after the 2020 election.",Politics,2024-11-04
2024-11-04 00:37:50+00:00,1 Dead and 4 Are Missing After Boat Capsizes Off California,"On Sunday, the U.S. Coast Guard called off its search, which began after reports of six overdue boaters the day before. Officials said a child was rescued and a teenager’s body was recovered.","The U.S. Coast Guard discontinued its extensive search for four boaters missing after their vessel capsized on Saturday off California, after recovering the body of a teenager and rescuing an 11-year-old boy who were on board, the authorities said.","On Sunday, the U.S. Coast Guard called off its search, which began after reports of six overdue boaters the day before. Officials said a child was rescued and a teenager’s body was recovered.",Express,2024-11-04
2024-11-04 00:45:38+00:00,"Charli XCX, Leonardo DiCaprio and Colman Domingo Turn Out for the LACMA Gala",Hollywood stars mingled with artists for a benefit honoring the artist Simone Leigh and the filmmaker Baz Luhrmann.,"Blake Lively, Kaia Gerber and Kim Kardashian took pictures under the lights, posing against a backdrop of more than 200 restored street lamps from “Urban Light,” an installation by the artist Chris Burden that served as a stand-in for a red carpet.",Hollywood stars mingled with artists for a benefit honoring the artist Simone Leigh and the filmmaker Baz Luhrmann.,Styles,2024-11-04
2024-11-04 01:15:41+00:00,Judge Allows Iowa to Challenge Voters It Suspects of Being Noncitizens,"A federal judge appointed by President Biden allowed the challenge to continue, but voiced concerns at some of the measures taken by Iowa’s secretary of state.","A federal judge ruled on Sunday that Iowa may continue challenging hundreds of potential ballots cast in the election on the basis that the voters might be noncitizens, a move that critics say could disenfranchise legitimate voters.","A federal judge appointed by President Biden allowed the challenge to continue, but voiced concerns at some of the measures taken by Iowa’s secretary of state.",Politics,2024-11-04
2024-11-04 01:30:29+00:00,These Uncommitted Voters Finally Made Their Choice for President,"Over the last four months, these voters have struggled with their decision. Now, with time short, they explain who’s getting, or not getting, their vote.","Over the last four months, The New York Times has been speaking with undecided voters after some of the most dramatic moments of the presidential campaign, to learn how those events were shaping their choice.","Over the last four months, these voters have struggled with their decision. Now, with time short, they explain who’s getting, or not getting, their vote.",National,2024-11-04
2024-11-04 02:02:54+00:00,"In Nebraska, Separate Referendums on Abortion Create Confusion for Voters",Referendum 434 would enshrine the state’s current ban after 12 weeks. Referendum 439 would create a right to abortion “until fetal viability.”,"On Tuesday, voters in Nebraska will be presented with dueling measures on abortion. While abortion is on the ballot in nearly a dozen states, and recent polling data appears to show support for measures that protect abortion rights, in Nebraska having two measures to choose from means many voters are simply confused.",Referendum 434 would enshrine the state’s current ban after 12 weeks. Referendum 439 would create a right to abortion “until fetal viability.”,Politics,2024-11-04
2024-11-04 02:10:05+00:00,"Harris, at Final Michigan Rally, Offers Forward-Looking Vision","“Our campaign has not been about being against something, it is about being for something,” Vice President Kamala Harris said, avoiding any mention of her rival by name.","Vice President Kamala Harris made her final appeal to Michigan voters at an energetic rally on a college campus on Sunday, sounding notes of unity while drawing implicit contrasts with her opponent.","“Our campaign has not been about being against something, it is about being for something,” Vice President Kamala Harris said, avoiding any mention of her rival by name.",Politics,2024-11-04
2024-11-04 02:20:08+00:00,"No Corrections: Nov. 4, 2024","No Corrections appeared in print on Monday, Nov. 4, 2024.","Errors are corrected during the press run whenever possible, so some errors noted here may not have appeared in all editions.","No Corrections appeared in print on Monday, Nov. 4, 2024.",Corrections,2024-11-04
2024-11-04 04:04:28+00:00,Spain’s King and Officials Pelted With Mud,A crowd hurled mud and insults at King Felipe VI and other officials on Sunday during a visit to the flood-ravaged town of Paiporta in Valencia.,A crowd hurled mud and insults at King Felipe VI and other officials on Sunday during a visit to the flood-ravaged town of Paiporta in Valencia.,A crowd hurled mud and insults at King Felipe VI and other officials on Sunday during a visit to the flood-ravaged town of Paiporta in Valencia.,,2024-11-04
2024-11-04 04:45:17+00:00,Jon Stewart Looks Back With Sanity and/or Fear,The comedian and co-host of “The Daily Show” reflects on how American politics has changed over the last two decades.,The comedian and co-host of “The Daily Show” reflects on how American politics has changed over the last two decades.,The comedian and co-host of “The Daily Show” reflects on how American politics has changed over the last two decades.,,2024-11-04
2024-11-04 05:01:00+00:00,Quote of the Day: New Life for Factory Towns Hobbled by ‘China Shock’,"Quotation of the Day for Monday, November 4, 2024.",“We’re transforming the Rust Belt into the Battery Belt.”,"Quotation of the Day for Monday, November 4, 2024.",Summary,2024-11-04
2024-11-04 05:02:05+00:00,Monday Briefing,Here’s what you need to know.,"A day before Election Day, an anxious America, weary from the campaign and worried about the state of the nation’s democracy, is voting with determination, with roughly 75 million people having cast ballots in the early voting period. In nine states, more than 50 percent of eligible voters have already voted.",Here’s what you need to know.,NYTNow,2024-11-04
2024-11-04 05:02:26+00:00,An Indonesian Tribe’s Language Gets an Alphabet: Korea’s,"The Cia-Cia language has been passed down orally for centuries. Now the tribe’s children are learning to write it in Hangul, the Korean script.","Excited chatter filled the classroom as the lesson began. Every desk had a paper nameplate on it with the occupant’s name written in the Korean alphabet, called Hangul. Soon, the students were following their instructor’s lead and etching the distinctive circles and lines of the script in their notebooks.","The Cia-Cia language has been passed down orally for centuries. Now the tribe’s children are learning to write it in Hangul, the Korean script.",Foreign,2024-11-04
2024-11-04 05:23:04+00:00,"James Van Der Beek, Star of ‘Dawson’s Creek,’ Says He Has Cancer","Mr. Van Der Beek, who played Dawson Leery in the ’90s drama, told People Magazine that he was being treated for colorectal cancer.","James Van Der Beek, who starred in the 1990s teen television drama “Dawson’s Creek,” said on Sunday that he had been diagnosed with colorectal cancer.","Mr. Van Der Beek, who played Dawson Leery in the ’90s drama, told People Magazine that he was being treated for colorectal cancer.",Express,2024-11-04
2024-11-04 06:00:09+00:00,Every Vote in Every State Matters,"Races for Congress in California, New York and every other state are crucial to putting a check on Donald Trump if he is re-elected.","In the years in which Americans choose a president, that race usually monopolizes the nation’s attention. There are, however, 469 other races this year to choose the people who represent us in Washington, D.C.","Races for Congress in California, New York and every other state are crucial to putting a check on Donald Trump if he is re-elected.",OpEd,2024-11-04
2024-11-04 06:00:22+00:00,"Election Night, Plus Five Things to Watch on TV This Week","Tune into the major networks’ election coverage, catch up on the teen drama “The Outer Banks” and dive into a bunch of true-crime docuseries.","Between streaming and cable, there is a seemingly endless variety of things to watch. Here is a selection of TV shows and specials that are available to watch live or stream this week, Nov. 4-10. Details and times are subject to change.","Tune into the major networks’ election coverage, catch up on the teen drama “The Outer Banks” and dive into a bunch of true-crime docuseries.",Culture,2024-11-04
2024-11-04 06:00:31+00:00,Where There’s Joy in a Terror Bird,"In Colombia, a fossil-collecting rancher has found a giant, flightless killer from 13 million years ago — and a missing link to the region’s evolutionary history.","César Perdomo’s small paleontological museum, La Tormenta, is a work in progress. A bare cement structure built on a windswept platform in the Tatacoa Desert, it offers a panoramic view of shallow, craggy canyons carved from soft mudstone.","In Colombia, a fossil-collecting rancher has found a giant, flightless killer from 13 million years ago — and a missing link to the region’s evolutionary history.",Science,2024-11-04
2024-11-04 07:00:02+00:00,Word of the Day: paradoxical,This word has appeared in 100 articles on NYTimes.com in the past year. Can you use it in a sentence?,"The word paradoxical has appeared in 100 articles on NYTimes.com in the past year, including on Oct. 25 in “Can the Row Keep Its Cool?” by Misty White Sidell:",This word has appeared in 100 articles on NYTimes.com in the past year. Can you use it in a sentence?,Learning,2024-11-04
2024-11-04 07:16:14+00:00,Indonesia Volcano Eruption Covers Village in Ash,"Mount Lewotobi Laki-laki erupted on Sunday, killing several people and forcing others to flee their villages.","Mount Lewotobi Laki-laki erupted on Sunday, killing several people and forcing others to flee their villages.","Mount Lewotobi Laki-laki erupted on Sunday, killing several people and forcing others to flee their villages.",,2024-11-04
2024-11-04 07:16:17+00:00,At Least 10 Killed in Indonesia After Volcano Erupts,"The authorities warned of more volcanic activity at Mount Lewotobi Laki-laki, which has erupted dozens of times in the past few weeks.","At least 10 people were killed when a volcano in eastern Indonesia erupted, officials said on Monday, warning that there would be a greater risk of earthquakes in the coming days.","The authorities warned of more volcanic activity at Mount Lewotobi Laki-laki, which has erupted dozens of times in the past few weeks.",Express,2024-11-04
2024-11-04 08:00:05+00:00,Spelling Bee Forum,Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",Feeling stuck on today’s puzzle? We can help.,Games,2024-11-04
