pub_date,headline,abstract,lead_paragraph,snippet,news_desk,date
2024-11-08 00:02:11+00:00,Trump’s Strange Bedfellows: Arab Americans and Right-Leaning Jews,Donald J. Trump won votes from Arab Americans and conservative pro-Israel Jews. Someone is likely to be disappointed.,"In the final hours before Election Day dawned, some of Donald J. Trump’s top surrogates in Michigan were onstage in a Grand Rapids arena, distilling the choice in the campaign into a stark and striking message.",Donald J. Trump won votes from Arab Americans and conservative pro-Israel Jews. Someone is likely to be disappointed.,Politics,2024-11-08
2024-11-08 00:08:05+00:00,The Short Campaign May Have Been Harris’s Undoing — and Biden’s Fault,"By seeking re-election, Biden deprived Harris of months of campaigning that might have helped her.","Good evening. My colleague Adam Nagourney has covered 10 presidential elections — but never one as short as Vice President Kamala Harris’s speedy sprint. Tonight, he tells us why that could have been one of Harris’s biggest problems. And we’ll take a look at just how far the red wave went. — Jess Bidgood","By seeking re-election, Biden deprived Harris of months of campaigning that might have helped her.",Politics,2024-11-08
2024-11-08 00:26:23+00:00,New York City Will Stop Giving Debit Cards to Migrants,"Mayor Eric Adams is ending a contentious pilot program that gave 2,600 migrant families debit cards to purchase food.","New York City will end a contentious program that provided debit cards to migrant families to purchase food, city officials announced on Thursday.","Mayor Eric Adams is ending a contentious pilot program that gave 2,600 migrant families debit cards to purchase food.",Metro,2024-11-08
2024-11-08 00:45:11+00:00,San Francisco Mayor Concedes Race to Levi Strauss Heir,"Mayor London Breed acknowledged on Thursday that Daniel Lurie, a first-time candidate, would succeed her in office.","London Breed, San Francisco’s first Black female mayor, who steered the city through the pandemic but also saw its quality of life sink, conceded her re-election race on Thursday.","Mayor London Breed acknowledged on Thursday that Daniel Lurie, a first-time candidate, would succeed her in office.",National,2024-11-08
2024-11-08 01:52:33+00:00,"On the Ballot, Abortion Rights Proved More Popular Than Kamala Harris","In states like Arizona and Nevada, some voters split their tickets, supporting abortion rights measures while also backing Donald Trump.","Democrats headed into the election hoping that abortion rights initiatives would drive support for Kamala Harris in states where the measures appeared on the ballot, including two presidential swing states, Arizona and Nevada.","In states like Arizona and Nevada, some voters split their tickets, supporting abortion rights measures while also backing Donald Trump.",Election Analytics,2024-11-08
2024-11-08 02:00:36+00:00,Judge Tosses Out Biden Program for Undocumented Spouses,The ruling issued by a federal judge in Texas struck down a new initiative aimed at helping undocumented spouses of U.S. citizens stay in the country.,A federal judge in Texas on Thursday struck down a new Biden administration program that sought to provide a path to U.S. citizenship for hundreds of thousands of undocumented immigrants married to American citizens.,The ruling issued by a federal judge in Texas struck down a new initiative aimed at helping undocumented spouses of U.S. citizens stay in the country.,National,2024-11-08
2024-11-08 02:10:23+00:00,Read the Judge’s Ruling,A federal judge in Texas struck down a new Biden administration program that sought to provide a path to U.S. citizenship for hundreds of thousands of undocumented immigrants married to American citizens.,A federal judge in Texas struck down a new Biden administration program that sought to provide a path to U.S. citizenship for hundreds of thousands of undocumented immigrants married to American citizens.,A federal judge in Texas struck down a new Biden administration program that sought to provide a path to U.S. citizenship for hundreds of thousands of undocumented immigrants married to American citizens.,U.S.,2024-11-08
2024-11-08 02:30:07+00:00,‘Walden’ Review: My Sister! My Twin! My Astronaut!,Emmy Rossum and Zoë Winters star in a new Off Broadway play that’s a climate disaster drama cohabiting with a domestic soap opera.,"Despite its name and original mission, Second Stage Theater, founded in 1979, has in recent years expanded its reach to include many new works by early-career playwrights.",Emmy Rossum and Zoë Winters star in a new Off Broadway play that’s a climate disaster drama cohabiting with a domestic soap opera.,Weekend,2024-11-08
2024-11-08 03:00:06+00:00,One Who’s on a Roll,Evans Clinchy opens our solving weekend.,Jump to: Tricky Clues,Evans Clinchy opens our solving weekend.,Games,2024-11-08
2024-11-08 03:09:28+00:00,"Suit Against Meta, Using a Tech Shield Law, Is Dismissed",A professor sued pre-emptively to release software that would let users automatically unfollow everyone in their Facebook feed.,An attempt to sue Meta using a law that shields tech giants from liability is dead for now.,A professor sued pre-emptively to release software that would let users automatically unfollow everyone in their Facebook feed.,Business,2024-11-08
