pub_date,headline,abstract,lead_paragraph,snippet,news_desk,date
2024-11-19 00:00:00+00:00,Instruments of a Beating Heart,"A look into the Japanese educational system’s delicate balance between teamwork, discipline and personal growth.","A look into the Japanese educational system’s delicate balance between teamwork, discipline and personal growth.","A look into the Japanese educational system’s delicate balance between teamwork, discipline and personal growth.",,2024-11-19
2024-11-19 00:00:06+00:00,What a School Performance Shows Us About Japanese Education,"A look into the Japanese educational system’s delicate balancing of teamwork, discipline and personal growth.","What makes Japanese people distinctively Japanese? For me, the key lies in what we are taught during our elementary school years.","A look into the Japanese educational system’s delicate balancing of teamwork, discipline and personal growth.",OpEd,2024-11-19
2024-11-19 00:00:11+00:00,"The Dollar Still Has Its Mojo. X, Not So Much.","Ruining a network is hard, but Elon Musk shows it’s possible.","“There is a great deal of ruin in a network,” Adam Smith once observed.","Ruining a network is hard, but Elon Musk shows it’s possible.",OpEd,2024-11-19
2024-11-19 00:17:24+00:00,"Sean Duffy, Fox Stalwart, Gets Trump’s Nod for Transportation Secretary","President-elect Donald J. Trump nominated the former representative from Wisconsin to oversee a sprawling agency that includes aviation, rail and transit.","A former Wisconsin congressman and Fox Business host, Sean Duffy, was selected by President-elect Donald J. Trump on Monday to lead the Transportation Department.","President-elect Donald J. Trump nominated the former representative from Wisconsin to oversee a sprawling agency that includes aviation, rail and transit.",Washington,2024-11-19
2024-11-19 01:01:14+00:00,Newsom Will Delay His Decision on Clemency for the Menendez Brothers,Gov. Gavin Newsom of California said he would hold off deciding whether to grant clemency to Lyle and Erik Menendez until after the incoming Los Angeles County district attorney reviewed the case.,"Gov. Gavin Newsom of California said on Monday that he would not make a decision on granting clemency to Lyle and Erik Menendez, who killed their parents in their Beverly Hills home in 1989, until after the incoming district attorney in Los Angeles County conducted his own review of the case.",Gov. Gavin Newsom of California said he would hold off deciding whether to grant clemency to Lyle and Erik Menendez until after the incoming Los Angeles County district attorney reviewed the case.,National,2024-11-19
2024-11-19 01:32:59+00:00,"Arthur Frommer, 95, Dies; His Guidebooks Opened Travel to the Masses","After publishing “Europe on 5 Dollars a Day” in 1957, he went on to build an empire of guidebooks, package tours, hotels and other services.","Arthur Frommer, who expanded the horizons of postwar Americans and virtually invented the low-budget travel industry with his seminal guidebook, “Europe on 5 Dollars a Day: A Guide to Inexpensive Travel,” which introduced millions to an experience once considered the exclusive domain of the wealthy, died on Monday at his home on the Upper West Side of Manhattan. He was 95.","After publishing “Europe on 5 Dollars a Day” in 1957, he went on to build an empire of guidebooks, package tours, hotels and other services.",Obits,2024-11-19
2024-11-19 01:38:37+00:00,"N.Y.C. Helped Migrant Accused of Killing Laken Riley Move to Georgia, Witness Says","In other testimony, law enforcement witnesses placed the suspect, José Ibarra, at the scene of Ms. Riley’s killing, mainly through cellphone and GPS tracking data.","Details of how the Venezuelan migrant charged with killing Laken Riley ended up in Athens, Ga., came into sharper focus on Monday, the second day of a trial that is being closely followed by supporters of President-elect Donald J. Trump’s planned immigration crackdown.","In other testimony, law enforcement witnesses placed the suspect, José Ibarra, at the scene of Ms. Riley’s killing, mainly through cellphone and GPS tracking data.",National,2024-11-19
2024-11-19 02:07:08+00:00,Two Bee Gees Drummers Die Within Four Days,"Colin “Smiley” Petersen, 78, was the group’s original drummer, and Dennis Bryon, 76, played during the band’s disco heyday.","Two drummers for the Bee Gees — one during the long-running Anglo-Australian pop group’s early days of hit-making ballads, the other during its white-hot disco superstardom — died four days apart, according to posts from a tribute band and former bandmates.","Colin “Smiley” Petersen, 78, was the group’s original drummer, and Dennis Bryon, 76, played during the band’s disco heyday.",Express,2024-11-19
2024-11-19 02:09:59+00:00,Lawyer Says His Client Testified That She Saw Gaetz Having Sex With Underage Girl,"The lawyer told multiple news outlets about the testimony, before the House Ethics Committee, in which the client described witnessing Matt Gaetz having sex with the girl at a party in 2017.",A lawyer representing two women who testified that former Representative Matt Gaetz paid them for sex told multiple news outlets on Monday that one of the women described witnessing Mr. Gaetz having sex with an underage girl at a party in 2017.,"The lawyer told multiple news outlets about the testimony, before the House Ethics Committee, in which the client described witnessing Matt Gaetz having sex with the girl at a party in 2017.",Washington,2024-11-19
2024-11-19 02:30:02+00:00,"Corrections: Nov. 19, 2024","Corrections that appeared in print on Tuesday, Nov. 19, 2024.","An article on Saturday about the possible tension between Robert F. Kennedy Jr.’s agenda against Big Food and President-elect Donald J. Trump’s corporate-friendly goals described incorrectly Mr. Kennedy’s recent comments on Froot Loops. He was comparing the total number of ingredients in the U.S. and Canadian versions of the cereal, not the number of artificial ingredients.","Corrections that appeared in print on Tuesday, Nov. 19, 2024.",Corrections,2024-11-19
2024-11-19 02:44:55+00:00,Dozens of Hong Kong Pro-Democracy Leaders Are Jailed Up to 10 Years,"The 45 defendants, including Joshua Wong, were at the forefront of the opposition movement crushed by Beijing. Many had already been in jail for years.","Anywhere else, it wouldn’t have been controversial: a public vote by pro-democracy activists trying to strengthen their hand in legislative elections, to decide who should run. More than 600,000 people took part in the peaceful, unofficial poll.","The 45 defendants, including Joshua Wong, were at the forefront of the opposition movement crushed by Beijing. Many had already been in jail for years.",Foreign,2024-11-19
2024-11-19 02:53:05+00:00,"Wyoming’s Abortion Bans Are Unconstitutional, Judge Rules","The ruling found that two state laws — one barring use of abortion pills, and one banning all forms of abortion — violated the state Constitution’s “fundamental right to make health care decisions.”",A Wyoming judge ruled on Monday that two state abortion bans — including the first state law specifically banning the use of pills for abortion — violated the Wyoming Constitution and could not be enforced.,"The ruling found that two state laws — one barring use of abortion pills, and one banning all forms of abortion — violated the state Constitution’s “fundamental right to make health care decisions.”",Science,2024-11-19
2024-11-19 03:00:02+00:00,Head Over Heels,Erik Agard runs down the clock.,Jump to: Today’s Theme | Tricky Clues,Erik Agard runs down the clock.,Games,2024-11-19
2024-11-19 04:31:06+00:00,Review: Everyone at the Party Sees Your Texts. A New Play Revels in the Chaos.,"Neil Patrick Harris, Jane Krakowski, Debra Messing and Constance Wu star in the vulgar and entertaining new work from Robert O’Hara.",The script to Robert O’Hara’s new play is prefaced with a trigger warning: “This play is a blistering vulgar satire on Male Toxicity and White Privilege.”,"Neil Patrick Harris, Jane Krakowski, Debra Messing and Constance Wu star in the vulgar and entertaining new work from Robert O’Hara.",Culture,2024-11-19
2024-11-19 04:40:07+00:00,Uncertainty for Loved Ones of Hong Kong’s Pro-Democracy Activists,"Ventus Lau is one of 45 activists and politicians who was sentenced in the city’s biggest national security trial. His girlfriend, Emilia Wong, a gender rights activist, talks about the impact his case has had on their relationship.","Ventus Lau is one of 45 activists and politicians who was sentenced in the city’s biggest national security trial. His girlfriend, Emilia Wong, a gender rights activist, talks about the impact his case has had on their relationship.","Ventus Lau is one of 45 activists and politicians who was sentenced in the city’s biggest national security trial. His girlfriend, Emilia Wong, a gender rights activist, talks about the impact his case has had on their relationship.",,2024-11-19
2024-11-19 04:51:34+00:00,"New Zealand Veers Sharply Right, Leaving Jacinda Ardern’s Era Behind","Two small populist parties are responsible for accelerating the shift, which has been felt acutely by the Indigenous Māori.","A year before American voters’ anger over the cost of living helped Donald J. Trump win the presidency, similar sentiments in New Zealand thrust in the nation’s most conservative government in decades.","Two small populist parties are responsible for accelerating the shift, which has been felt acutely by the Indigenous Māori.",Express,2024-11-19
2024-11-19 04:59:00+00:00,"Quote of the Day: Beguiling but Bedraggled, A Pink Sentinel by the Sea Gets a Reprieve, for Now","Quotation of the Day for Tuesday, November 19, 2024.","“I always saw her as a ballerina, sitting in the marsh alone in her tattered tutu.”","Quotation of the Day for Tuesday, November 19, 2024.",Summary,2024-11-19
2024-11-19 05:01:13+00:00,Russia Has Suffered Colossal Losses in Ukraine. Is Its Army Depleted?,Researchers and journalists have found innovative ways to measure Russia’s ability to keep fighting.,"Russia’s military made its largest territorial gains in more than two years in October, as it pressed farther into Ukraine’s eastern Donbas region — but at a heavy cost.",Researchers and journalists have found innovative ways to measure Russia’s ability to keep fighting.,Foreign,2024-11-19
2024-11-19 05:01:21+00:00,The Scandinavian Soft Rock Band That’s Big in Asia,"Michael Learns to Rock hoped for success west of their native Denmark. But for 30 years, they’ve had a devoted following on the other side of the world.","They have had the kind of career most bands can only dream of: songs that have been downloaded more than a billion times, 11 million records sold and thousands of fans in dozens of cities.","Michael Learns to Rock hoped for success west of their native Denmark. But for 30 years, they’ve had a devoted following on the other side of the world.",Foreign,2024-11-19
2024-11-19 05:02:05+00:00,Tuesday Briefing,Ukraine’s new military powers.,"For at least the next two months, Ukraine will be able to try long-range strikes inside Russia using missiles provided by the U.S.",Ukraine’s new military powers.,NYTNow,2024-11-19
2024-11-19 05:09:35+00:00,"Bob Love, Rugged, High-Scoring All-Star for Chicago Bulls, Dies at 81",Love was a cornerstone of the franchise’s success in the early 1970s. He struggled with a stutter that he overcame only after his playing days were over.,"Bob Love, a cornerstone player for the ascendant Chicago Bulls during the first half of the 1970s who overcame an enervating stutter after his playing days to work for the team as a motivational speaker, died on Monday in Chicago. He was 81.",Love was a cornerstone of the franchise’s success in the early 1970s. He struggled with a stutter that he overcame only after his playing days were over.,Obits,2024-11-19
2024-11-19 06:00:10+00:00,"Putin Sees America Hurtling to Disaster, With Trump at the Wheel","To the Kremlin, the president-elect is a harbinger of American collapse.","The American election results were received with enthusiasm in Moscow. President Vladimir Putin, offering his congratulations, seemed genuinely pleased. But it’s not because Donald Trump is seen as a pro-Russian politician or even one of their own — those illusions faded long ago. Nor is it the prospect of an advantageous peace deal in Ukraine, ruthlessly brokered by Mr. Trump. The first reported call between the two leaders, which the Kremlin denies took place, suggests that the incoming administration will be no pushover.","To the Kremlin, the president-elect is a harbinger of American collapse.",OpEd,2024-11-19
2024-11-19 07:00:02+00:00,Word of the Day: mischievous,This word has appeared in 141 articles on NYTimes.com in the past year. Can you use it in a sentence?,"The word mischievous has appeared in 141 articles on NYTimes.com in the past year, including on Sept. 7 in “Mr. Greedy, Father to Many African Penguins at Maryland Zoo, Dies at 33” by Hank Sanders:",This word has appeared in 141 articles on NYTimes.com in the past year. Can you use it in a sentence?,Learning,2024-11-19
2024-11-19 07:52:17+00:00,Maori Protesters Lead March to New Zealand’s Parliament,"Protesters dressed in traditional Māori attire performed hakas while marching alongside tens of thousands of people through the streets of the nation’s capital, Wellington, on Tuesday.","Protesters dressed in traditional Māori attire performed hakas while marching alongside tens of thousands of people through the streets of the nation’s capital, Wellington, on Tuesday.","Protesters dressed in traditional Māori attire performed hakas while marching alongside tens of thousands of people through the streets of the nation’s capital, Wellington, on Tuesday.",,2024-11-19
2024-11-19 08:00:05+00:00,Spelling Bee Forum,Feeling stuck on today’s puzzle? We can help.,"Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",Feeling stuck on today’s puzzle? We can help.,Games,2024-11-19
2024-11-19 08:00:28+00:00,Robots Struggle to Match Warehouse Workers on ‘Really Hard’ Jobs,"The machines can load and unload trucks, move goods and do other repetitive tasks but are stymied by some, like picking items from a pile.","In the outbound dock of an Amazon warehouse near Nashville, a robotic arm named Cardinal on a recent day stacked packages, Tetris-style, into six-and-a-half-foot-high carts. Then Proteus, an autonomous platform, moved the carts to the loading bay, flashing electronic eyes designed to make the robot more appealing to human colleagues.","The machines can load and unload trucks, move goods and do other repetitive tasks but are stymied by some, like picking items from a pile.",Business,2024-11-19
2024-11-19 08:00:29+00:00,"Where Glaciers Melt, the Rivers Run Red","As the glaciers of South America retreat, the supply of freshwater is dwindling and its quality is getting worse.","Dionisia Moreno, a 70-year-old Indigenous farmer, still remembers when Shallap River, nearly 13,000 feet up in the Cordillera Blanca, brought crystal clear water brimming with trout to her village, Jancu. “People and animals alike could drink the water without suffering,” she said. “Now the water is red. No one can drink it.”","As the glaciers of South America retreat, the supply of freshwater is dwindling and its quality is getting worse.",Science,2024-11-19
