pub_date,headline,abstract,lead_paragraph,snippet,news_desk,date
2024-11-10 00:03:06+00:00,"Trump Should Not Let Putin Claim Victory in Ukraine, Says NATO Official","Adm. Rob Bauer warned against any peace deal that was too favorable to Russia, arguing that it could undermine American interests.",A senior NATO military official suggested on Saturday that any peace deal negotiated by President-elect Donald J. Trump that allowed President Vladimir V. Putin of Russia to claim victory in Ukraine would undermine the interests of the United States.,"Adm. Rob Bauer warned against any peace deal that was too favorable to Russia, arguing that it could undermine American interests.",Foreign,2024-11-10
2024-11-10 01:12:16+00:00,Firefighters Gain More Control of Southern California Blaze That Spread Rapidly,"After the Mountain fire ballooned to more than 20,000 acres in less than 24 hours, improving weather conditions helped crews contain more of the blaze on Saturday.","Calming winds helped firefighters gain the upper hand on Saturday against the Mountain fire in Southern California, after three days of pitched battle using dozens of aircraft, hundreds of fire trucks and legions of firefighters on foot wielding saws and shovels.","After the Mountain fire ballooned to more than 20,000 acres in less than 24 hours, improving weather conditions helped crews contain more of the blaze on Saturday.",National,2024-11-10
2024-11-10 01:32:31+00:00,Trump Won’t Have Haley or Pompeo in New Administration,"President-elect Donald J. Trump ruled out roles for Nikki Haley and Mike Pompeo, who served in his previous administration.","President-elect Donald J. Trump said on Saturday that he would not invite Nikki Haley, his former ambassador to the United Nations, or Mike Pompeo, his former secretary of state, to join his incoming administration.","President-elect Donald J. Trump ruled out roles for Nikki Haley and Mike Pompeo, who served in his previous administration.",Washington,2024-11-10
2024-11-10 02:20:49+00:00,"Bobby Allison, Hall of Fame NASCAR Driver, Is Dead at 86","A three-time winner of the Daytona 500, he was ranked as one of NASCAR’s greatest drivers, with 85 victories. But his career was darkened by tragedy and injuries.","Bobby Allison, the NASCAR Hall of Fame driver who won 85 top-level events and became one of stock-car racing’s most popular figures while enduring family tragedy and career-ending injuries, died on Saturday at his home in Mooresville, N.C. He was 86.","A three-time winner of the Daytona 500, he was ranked as one of NASCAR’s greatest drivers, with 85 victories. But his career was darkened by tragedy and injuries.",Obits,2024-11-10
2024-11-10 02:30:01+00:00,"Corrections: Nov. 10, 2024","Corrections that appeared in print on Sunday, Nov. 10, 2024.",An article on Page 2 this weekend misstates the title of a song by the band Lankum. It is “Go Dig My Grave” not “I Dig My Grave.”,"Corrections that appeared in print on Sunday, Nov. 10, 2024.",Corrections,2024-11-10
2024-11-10 02:32:29+00:00,"Donald Trump Wins Arizona, Reversing the State’s Blue Trend",The victory added to the list of battleground states that Mr. Trump lost in 2020 and flipped back four years later.,"President-elect Donald J. Trump has won Arizona and its 11 electoral votes, The Associated Press said on Saturday night, flipping yet another swing state and bringing his final Electoral College tally to 312. With his victory in Arizona, Mr. Trump has now won all seven of this year’s battleground states.",The victory added to the list of battleground states that Mr. Trump lost in 2020 and flipped back four years later.,Politics,2024-11-10
2024-11-10 04:14:25+00:00,TSMC Stops Advanced Chip Shipments to Chinese Customers,The Taiwanese chip giant will halt shipments to Chinese companies after some of its most advanced chips ended up with Huawei.,"Taiwan Semiconductor Manufacturing Company, the maker of most of the world’s cutting-edge computer chips, discovered last month that one of its chips had ended up precisely where policymakers in the United States did not want it: in a processor made by Huawei.",The Taiwanese chip giant will halt shipments to Chinese companies after some of its most advanced chips ended up with Huawei.,Business,2024-11-10
2024-11-10 05:01:11+00:00,Taiwan Sees a Higher Price for U.S. Support as Trump Returns to Power,The president-elect’s call for Taiwan to spend more on its own defense and his complaints about its semiconductor dominance may herald a tenser relationship.,"In 2016, Taiwan’s president called Donald J. Trump to congratulate him after he won the presidential election. Mr. Trump took the call, becoming the first American president or president-elect to speak to a Taiwanese leader in decades.",The president-elect’s call for Taiwan to spend more on its own defense and his complaints about its semiconductor dominance may herald a tenser relationship.,Foreign,2024-11-10
2024-11-10 05:01:15+00:00,"Once China’s ‘Worst Nightmare,’ Labor Activist Refuses to Back Down","Neither jail nor exile to Hong Kong has stopped Han Dongfang, a former Tiananmen Square protest leader, from championing workers’ rights. “If you’re born stubborn, you go everywhere stubborn.”",Han Dongfang was just another dot in a sea of agitated university students during the mass protests in Tiananmen Square 35 years ago when he suddenly jumped onto a monument to speak.,"Neither jail nor exile to Hong Kong has stopped Han Dongfang, a former Tiananmen Square protest leader, from championing workers’ rights. “If you’re born stubborn, you go everywhere stubborn.”",Foreign,2024-11-10
2024-11-10 06:00:06+00:00,Light in the Shadow of a Diagnosis,We are lost without human connection.,"The doctor said that untreated, I could be dead in months.",We are lost without human connection.,OpEd,2024-11-10
